ParentProductGroup,Product,Date,ProductionAUD
,FP-AR Plate,2025-07-01,471949.2
,FP-AR Plate,2025-08-01,185709.0
,FP-AR Plate,2025-09-01,242013.6
,FP-AR Plate,2025-10-01,294786.6
,FP-AR Plate,2025-11-01,297918.6
,FP-AR Plate,2025-12-01,308893.8
,FP-AR Plate,2026-01-01,283045.2
,FP-AR Plate,2026-02-01,325549.8
,FP-AR Plate,2026-03-01,339460.8
,FP-AR Plate,2026-04-01,261550.2
,FP-AR Plate,2026-05-01,254350.2
,FP-AR Plate,2026-06-01,296665.2
,FP-AR Plate,2026-07-01,1159150.2
,FP-AR Plate,2026-08-01,299065.2
,FP-AR Plate,2026-09-01,287050.2
,FP-AR Plate,2026-10-01,308965.2
,FP-AR Plate,2026-11-01,272350.2
,FP-AR Plate,2026-12-01,288850.2
,FP-AR Plate,2027-01-01,314665.2
,FP-AR Plate,2027-02-01,286150.2
,FP-AR Plate,2027-03-01,312865.2
,FP-AR Plate,2027-04-01,274450.2
,FP-AR Plate,2027-05-01,287350.2
,FP-AR Plate,2027-06-01,272650.2
,FP-Composite Liners,2025-07-01,659206.2
,FP-Composite Liners,2025-08-01,475936.8
,FP-Composite Liners,2025-09-01,938140.2
,FP-Composite Liners,2025-10-01,712278.0
,FP-Composite Liners,2025-11-01,615823.8
,FP-Composite Liners,2025-12-01,731287.2
,FP-Composite Liners,2026-01-01,750129.6
,FP-Composite Liners,2026-02-01,833062.2
,FP-Composite Liners,2026-03-01,1044354.0
,FP-Composite Liners,2026-04-01,876786.6
,FP-Composite Liners,2026-05-01,848038.8
,FP-Composite Liners,2026-06-01,807468.0
,FP-Composite Liners,2026-07-01,841083.0
,FP-Composite Liners,2026-08-01,866054.4
,FP-Composite Liners,2026-09-01,983348.4
,FP-Composite Liners,2026-10-01,871692.0
,FP-Composite Liners,2026-11-01,855254.4
,FP-Composite Liners,2026-12-01,801468.0
,FP-Composite Liners,2027-01-01,879492.0
,FP-Composite Liners,2027-02-01,876492.0
,FP-Composite Liners,2027-03-01,1107517.2
,FP-Composite Liners,2027-04-01,925295.4
,FP-Composite Liners,2027-05-01,848795.4
,FP-Composite Liners,2027-06-01,850595.4
,MO-Industrial,2025-07-01,98776.6
,MO-Industrial,2025-08-01,49987.28
,MO-Industrial,2025-09-01,29250.0
,MO-Industrial,2025-10-01,30550.0
,MO-Industrial,2025-11-01,26000.0
,MO-Industrial,2025-12-01,26000.0
,MO-Industrial,2026-01-01,26000.0
,MO-Industrial,2026-02-01,26000.0
,MO-Industrial,2026-03-01,26000.0
,MO-Industrial,2026-04-01,32500.0
,MO-Industrial,2026-05-01,39000.0
,MO-Industrial,2026-06-01,61750.0
,MO-Industrial,2026-07-01,40625.0
,MO-Industrial,2026-08-01,65000.0
,MO-Industrial,2026-09-01,40625.0
,MO-Industrial,2026-10-01,32500.0
,MO-Industrial,2026-11-01,39000.0
,MO-Industrial,2026-12-01,40625.0
,MO-Industrial,2027-01-01,32500.0
,MO-Industrial,2027-02-01,22750.0
,MO-Industrial,2027-03-01,40625.0
,MO-Industrial,2027-04-01,32500.0
,MO-Industrial,2027-05-01,32500.0
,MO-Industrial,2027-06-01,32500.0
,MO-Power Generation,2025-07-01,364356.49
,MO-Power Generation,2025-08-01,397721.25
,MO-Power Generation,2025-09-01,211097.93
,MO-Power Generation,2025-10-01,120727.42
,MO-Power Generation,2025-11-01,589887.87
,MO-Power Generation,2026-01-01,184620.15
,MO-Power Generation,2026-04-01,184620.15
,MO-Power Generation,2026-05-01,185250.0
,MO-Power Generation,2026-06-01,370500.0
,MO-Power Generation,2026-07-01,368030.0
,MO-Power Generation,2026-08-01,184015.0
,MO-Power Generation,2026-09-01,741000.0
,MO-Power Generation,2026-10-01,370500.0
,MO-Power Generation,2026-11-01,370500.0
,MO-Power Generation,2026-12-01,185250.0
,MO-Power Generation,2027-02-01,185250.0
,MO-Power Generation,2027-03-01,185250.0
,MO-Power Generation,2027-04-01,185250.0
,MO-Power Generation,2027-05-01,185250.0
,MO-Power Generation,2027-06-01,185250.0
Crawler Systems,0005480XXXC001,2026-02-01,69406.08
Crawler Systems,0005480XXXC001,2026-03-01,77571.5
Crawler Systems,0005480XXXC001,2026-04-01,77571.5
Crawler Systems,0005480XXXC001,2026-05-01,77571.5
Crawler Systems,0005480XXXC001,2026-06-01,155142.99
Crawler Systems,0005480XXXC001,2026-07-01,155142.99
Crawler Systems,0005480XXXC001,2026-08-01,155142.99
Crawler Systems,0005480XXXC001,2026-09-01,155142.99
Crawler Systems,0005480XXXC001,2026-10-01,155142.99
Crawler Systems,0005480XXXC001,2026-11-01,155142.99
Crawler Systems,0005480XXXC001,2026-12-01,155142.99
Crawler Systems,0005480XXXC001,2027-01-01,155142.99
Crawler Systems,0005480XXXC001,2027-02-01,155142.99
Crawler Systems,0005480XXXC001,2027-03-01,155142.99
Crawler Systems,0005480XXXC001,2027-04-01,155142.99
Crawler Systems,000617,2027-04-01,184.44
Crawler Systems,000617,2027-05-01,221.33
Crawler Systems,001377,2025-07-01,218.04
Crawler Systems,001377,2025-08-01,245.29
Crawler Systems,001377,2025-09-01,245.29
Crawler Systems,001377,2025-10-01,190.78
Crawler Systems,001377,2025-11-01,190.78
Crawler Systems,001377,2025-12-01,218.04
Crawler Systems,001377,2026-01-01,218.04
Crawler Systems,001377,2026-02-01,218.04
Crawler Systems,001377,2026-03-01,218.04
Crawler Systems,001377,2026-04-01,218.04
Crawler Systems,001377,2026-05-01,218.04
Crawler Systems,001377,2026-06-01,218.04
Crawler Systems,001377,2026-07-01,272.55
Crawler Systems,001377,2026-08-01,545.09
Crawler Systems,001377,2026-09-01,545.09
Crawler Systems,001377,2026-10-01,517.84
Crawler Systems,001377,2026-11-01,436.07
Crawler Systems,001377,2026-12-01,436.07
Crawler Systems,001377,2027-01-01,436.07
Crawler Systems,001377,2027-02-01,436.07
Crawler Systems,001377,2027-03-01,436.07
Crawler Systems,001377,2027-04-01,436.07
Crawler Systems,001377,2027-05-01,436.07
Crawler Systems,001377,2027-06-01,436.07
Crawler Systems,002060,2025-07-01,237.38
Crawler Systems,002060,2025-08-01,356.07
Crawler Systems,002060,2025-09-01,237.38
Crawler Systems,002060,2025-10-01,207.71
Crawler Systems,002060,2025-11-01,237.38
Crawler Systems,002060,2025-12-01,207.71
Crawler Systems,002060,2026-01-01,237.38
Crawler Systems,002060,2026-02-01,207.71
Crawler Systems,002060,2026-03-01,237.38
Crawler Systems,002060,2026-04-01,207.71
Crawler Systems,002060,2026-05-01,237.38
Crawler Systems,002060,2026-06-01,207.71
Crawler Systems,002060,2026-07-01,237.38
Crawler Systems,002060,2026-08-01,207.71
Crawler Systems,002060,2026-09-01,237.38
Crawler Systems,002060,2026-10-01,207.71
Crawler Systems,002060,2026-11-01,237.38
Crawler Systems,002060,2027-01-01,237.38
Crawler Systems,002060,2027-03-01,237.38
Crawler Systems,002060,2027-05-01,237.38
Crawler Systems,002328,2026-03-01,11482.73
Crawler Systems,002328,2027-03-01,11482.73
Crawler Systems,B109C36X90M,2025-07-01,69.6
Crawler Systems,B109C36X90M,2025-08-01,69.6
Crawler Systems,B109C36X90M,2025-09-01,69.6
Crawler Systems,B109C36X90M,2025-10-01,191.41
Crawler Systems,B109C36X90M,2025-11-01,52.2
Crawler Systems,B109C36X90M,2025-12-01,52.2
Crawler Systems,B109C36X90M,2026-04-01,191.41
Crawler Systems,B109C36X90M,2026-09-01,191.41
Crawler Systems,B109C36X90M,2026-10-01,208.81
Crawler Systems,B109C36X90M,2027-04-01,208.81
Crawler Systems,B129C24X160M,2025-08-01,81.23
Crawler Systems,B129C24X160M,2025-09-01,121.85
Crawler Systems,B129C24X160M,2025-10-01,162.46
Crawler Systems,B129C24X160M,2025-11-01,121.85
Crawler Systems,B129C24X160M,2025-12-01,121.85
Crawler Systems,B129C24X160M,2026-01-01,365.54
Crawler Systems,B129C24X160M,2026-02-01,121.85
Crawler Systems,B129C24X160M,2026-03-01,121.85
Crawler Systems,B129C24X160M,2026-04-01,1056.01
Crawler Systems,B129C24X160M,2026-05-01,121.85
Crawler Systems,B129C24X160M,2026-06-01,81.23
Crawler Systems,B129C24X160M,2026-07-01,324.93
Crawler Systems,B129C24X160M,2026-08-01,81.23
Crawler Systems,B129C24X160M,2026-09-01,324.93
Crawler Systems,B129C24X160M,2026-10-01,81.23
Crawler Systems,B129C24X160M,2026-11-01,324.93
Crawler Systems,B129C24X160M,2026-12-01,81.23
Crawler Systems,B129C24X160M,2027-01-01,324.93
Crawler Systems,B129C24X160M,2027-02-01,81.23
Crawler Systems,B129C24X160M,2027-03-01,1015.4
Crawler Systems,B129C24X160M,2027-04-01,40.62
Crawler Systems,B129C30X190M,2025-07-01,1373.22
Crawler Systems,B129C30X190M,2025-08-01,772.43
Crawler Systems,B129C30X190M,2025-09-01,686.61
Crawler Systems,B129C30X190M,2025-10-01,815.35
Crawler Systems,B129C30X190M,2025-11-01,772.43
Crawler Systems,B129C30X190M,2025-12-01,772.43
Crawler Systems,B129C30X190M,2026-01-01,772.43
Crawler Systems,B129C30X190M,2026-02-01,729.52
Crawler Systems,B129C30X190M,2026-03-01,729.52
Crawler Systems,B129C30X190M,2026-04-01,772.43
Crawler Systems,B129C30X190M,2026-05-01,729.52
Crawler Systems,B129C30X190M,2026-06-01,772.43
Crawler Systems,B129C30X190M,2026-07-01,729.52
Crawler Systems,B129C30X190M,2026-08-01,772.43
Crawler Systems,B129C30X190M,2026-09-01,557.87
Crawler Systems,B129C30X190M,2026-10-01,472.04
Crawler Systems,B129C30X190M,2026-11-01,472.04
Crawler Systems,B129C30X190M,2026-12-01,643.69
Crawler Systems,B129C30X190M,2027-01-01,472.04
Crawler Systems,B129C30X190M,2027-02-01,600.78
Crawler Systems,B129C30X190M,2027-03-01,600.78
Crawler Systems,B129C30X190M,2027-04-01,772.43
Crawler Systems,B129C30X220M,2025-08-01,40.17
Crawler Systems,B129C30X220M,2025-09-01,401.65
Crawler Systems,B129C30X220M,2025-10-01,361.49
Crawler Systems,B129C30X220M,2025-11-01,361.49
Crawler Systems,B129C30X220M,2025-12-01,160.66
Crawler Systems,B129C30X220M,2026-01-01,321.32
Crawler Systems,B129C30X220M,2026-02-01,321.32
Crawler Systems,B129C30X220M,2026-03-01,160.66
Crawler Systems,B129C30X220M,2026-04-01,441.82
Crawler Systems,B129C30X220M,2026-05-01,160.66
Crawler Systems,B129C30X220M,2026-06-01,883.63
Crawler Systems,B129C30X220M,2026-07-01,160.66
Crawler Systems,B129C30X220M,2026-08-01,401.65
Crawler Systems,B129C30X220M,2026-09-01,160.66
Crawler Systems,B129C30X220M,2026-10-01,401.65
Crawler Systems,B129C30X220M,2026-11-01,160.66
Crawler Systems,B129C30X220M,2026-12-01,401.65
Crawler Systems,B129C30X220M,2027-01-01,120.5
Crawler Systems,B129C30X220M,2027-02-01,361.49
Crawler Systems,B129C30X220M,2027-04-01,441.82
Crawler Systems,B129C30X240M-12PT,2025-07-01,3610.07
Crawler Systems,B129C30X240M-12PT,2025-08-01,3610.07
Crawler Systems,B129C30X240M-12PT,2025-09-01,3610.07
Crawler Systems,B129C30X240M-12PT,2025-10-01,3610.07
Crawler Systems,B129C30X240M-12PT,2025-11-01,3610.07
Crawler Systems,B129C30X240M-12PT,2025-12-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-01-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-02-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-03-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-04-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-05-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-06-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-07-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-08-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-09-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-10-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-11-01,3610.07
Crawler Systems,B129C30X240M-12PT,2026-12-01,3610.07
Crawler Systems,B129C30X240M-12PT,2027-01-01,3610.07
Crawler Systems,B129C30X240M-12PT,2027-02-01,3610.07
Crawler Systems,B129C30X240M-12PT,2027-03-01,3610.07
Crawler Systems,B129C30X240M-12PT,2027-04-01,3610.07
Crawler Systems,B129C30X240M-12PT,2027-05-01,3610.07
Crawler Systems,B129C30X240M-12PT,2027-06-01,3610.07
Crawler Systems,B129C30X260MF,2025-07-01,3562.19
Crawler Systems,B129C30X260MF,2025-08-01,3771.73
Crawler Systems,B129C30X260MF,2025-09-01,3646.0
Crawler Systems,B129C30X260MF,2025-10-01,3687.91
Crawler Systems,B129C30X260MF,2025-11-01,3771.73
Crawler Systems,B129C30X260MF,2025-12-01,3813.64
Crawler Systems,B129C30X260MF,2026-01-01,3897.45
Crawler Systems,B129C30X260MF,2026-02-01,3981.27
Crawler Systems,B129C30X260MF,2026-03-01,4065.09
Crawler Systems,B129C30X260MF,2026-04-01,3981.27
Crawler Systems,B129C30X260MF,2026-05-01,4106.99
Crawler Systems,B129C30X260MF,2026-06-01,4023.18
Crawler Systems,B129C30X260MF,2026-07-01,4065.09
Crawler Systems,B129C30X260MF,2026-08-01,4106.99
Crawler Systems,B129C30X260MF,2026-09-01,3855.55
Crawler Systems,B129C30X260MF,2026-10-01,4065.09
Crawler Systems,B129C30X260MF,2026-11-01,4065.09
Crawler Systems,B129C30X260MF,2026-12-01,4065.09
Crawler Systems,B129C30X260MF,2027-01-01,4023.18
Crawler Systems,B129C30X260MF,2027-02-01,4023.18
Crawler Systems,B129C30X260MF,2027-03-01,4023.18
Crawler Systems,B129C30X260MF,2027-04-01,3981.27
Crawler Systems,B129C30X260MF,2027-05-01,3981.27
Crawler Systems,B129C30X260MF,2027-06-01,3981.27
Crawler Systems,B88C30X105M,2025-07-01,7.77
Crawler Systems,B88C30X105M,2025-08-01,7.77
Crawler Systems,B88C30X105M,2025-09-01,7.77
Crawler Systems,B88C30X105M,2025-10-01,7.77
Crawler Systems,B88C30X105M,2025-11-01,7.77
Crawler Systems,B88C30X105M,2025-12-01,7.77
Crawler Systems,B88C30X105M,2026-01-01,7.77
Crawler Systems,B88C30X105M,2026-02-01,7.77
Crawler Systems,B88C30X105M,2026-03-01,7.77
Crawler Systems,B88C30X105M,2026-04-01,7.77
Crawler Systems,B88C30X105M,2026-05-01,7.77
Crawler Systems,B88C30X105M,2026-06-01,7.77
Crawler Systems,B88C30X105M,2026-07-01,7.77
Crawler Systems,B88C30X105M,2026-08-01,7.77
Crawler Systems,B88C30X105M,2026-09-01,7.77
Crawler Systems,B88C30X110M,2026-01-01,89.28
Crawler Systems,B88C30X110M,2026-02-01,104.16
Crawler Systems,B88C30X110M,2026-03-01,178.56
Crawler Systems,B88C30X110M,2026-04-01,148.8
Crawler Systems,B88C30X110M,2026-05-01,133.92
Crawler Systems,B88C30X110M,2026-06-01,431.52
Crawler Systems,B88C30X110M,2026-07-01,133.92
Crawler Systems,B88C30X110M,2026-08-01,133.92
Crawler Systems,B88C30X110M,2026-09-01,133.92
Crawler Systems,B88C30X110M,2026-10-01,89.28
Crawler Systems,B88C30X110M,2026-11-01,89.28
Crawler Systems,B88C30X110M,2026-12-01,89.28
Crawler Systems,B88C30X110M,2027-01-01,104.16
Crawler Systems,B88C30X110M,2027-02-01,104.16
Crawler Systems,B88C30X110M,2027-03-01,104.16
Crawler Systems,B88C30X110M,2027-04-01,104.16
Crawler Systems,B88C30X110M,2027-05-01,104.16
Crawler Systems,B88C30X110M,2027-06-01,208.32
Crawler Systems,B88C30X120M,2025-08-01,416.0
Crawler Systems,B88C30X120M,2025-09-01,637.0
Crawler Systems,B88C30X120M,2025-10-01,637.0
Crawler Systems,B88C30X120M,2025-11-01,650.0
Crawler Systems,B88C30X120M,2025-12-01,637.0
Crawler Systems,B88C30X120M,2026-01-01,637.0
Crawler Systems,B88C30X120M,2026-02-01,637.0
Crawler Systems,B88C30X120M,2026-03-01,637.0
Crawler Systems,B88C30X120M,2026-04-01,637.0
Crawler Systems,B88C30X120M,2026-05-01,637.0
Crawler Systems,B88C30X120M,2026-06-01,1677.0
Crawler Systems,B88C30X120M,2026-07-01,637.0
Crawler Systems,B88C30X120M,2026-08-01,637.0
Crawler Systems,B88C30X120M,2026-09-01,637.0
Crawler Systems,B88C30X120M,2026-10-01,143.0
Crawler Systems,B88C30X120M,2026-11-01,143.0
Crawler Systems,B88C30X120M,2026-12-01,143.0
Crawler Systems,B88C30X120M,2027-01-01,130.0
Crawler Systems,B88C30X120M,2027-02-01,130.0
Crawler Systems,B88C30X120M,2027-03-01,130.0
Crawler Systems,B88C30X120M,2027-04-01,130.0
Crawler Systems,B88C30X120M,2027-05-01,1157.0
Crawler Systems,B88C30X120M,2027-06-01,117.0
Crawler Systems,B88C36X100M,2025-07-01,336.07
Crawler Systems,B88C36X100M,2025-08-01,94.1
Crawler Systems,B88C36X100M,2025-09-01,100.82
Crawler Systems,B88C36X100M,2025-10-01,114.27
Crawler Systems,B88C36X100M,2025-11-01,127.71
Crawler Systems,B88C36X100M,2025-12-01,94.1
Crawler Systems,B88C36X100M,2026-01-01,974.61
Crawler Systems,B88C36X100M,2026-02-01,73.94
Crawler Systems,B88C36X100M,2026-03-01,80.66
Crawler Systems,B88C36X100M,2026-04-01,80.66
Crawler Systems,B88C36X100M,2026-05-01,87.38
Crawler Systems,B88C36X100M,2026-06-01,87.38
Crawler Systems,B88C36X100M,2026-07-01,168.04
Crawler Systems,B88C36X100M,2026-08-01,87.38
Crawler Systems,B88C36X100M,2026-09-01,73.94
Crawler Systems,B88C36X100M,2026-10-01,87.38
Crawler Systems,B88C36X100M,2026-11-01,80.66
Crawler Systems,B88C36X100M,2026-12-01,141.15
Crawler Systems,B88C36X100M,2027-01-01,73.94
Crawler Systems,B88C36X100M,2027-02-01,73.94
Crawler Systems,B88C36X100M,2027-03-01,73.94
Crawler Systems,B88C36X100M,2027-04-01,60.49
Crawler Systems,B88C36X110M,2025-11-01,1259.44
Crawler Systems,B88C36X110M,2026-05-01,1259.44
Crawler Systems,B88C36X110M,2026-11-01,1259.44
Crawler Systems,B88C36X110M,2027-05-01,1259.44
Crawler Systems,B88C36X110M,2027-06-01,188.92
Crawler Systems,BBS230X265X176,2025-10-01,1420.41
Crawler Systems,BBS230X265X176,2026-04-01,1420.41
Crawler Systems,BBS230X265X176,2026-10-01,1420.41
Crawler Systems,BBS230X265X176,2027-03-01,1420.41
Crawler Systems,BBS300X340X165,2025-10-01,1852.1
Crawler Systems,BBS300X340X165,2026-04-01,1852.1
Crawler Systems,BBS300X340X165,2026-10-01,1852.1
Crawler Systems,BBS300X340X165,2027-03-01,1852.1
Crawler Systems,BC6090SLCW1400-1K,2026-01-01,8333.06
Crawler Systems,BC6090SLCW1400-1K,2026-06-01,8333.06
Crawler Systems,BC6090SLCW1400-1K,2026-11-01,8333.06
Crawler Systems,BC7495DT8-1,2026-01-01,54663.33
Crawler Systems,BC7495DT8-1,2026-03-01,109326.65
Crawler Systems,BC7495DT8-1,2026-06-01,109326.65
Crawler Systems,BC7495DT8-1,2026-11-01,0.0
Crawler Systems,BC7495FI1625-2K,2027-01-01,98653.13
Crawler Systems,BC7495RL-4K,2026-01-01,29405.44
Crawler Systems,BC7495RL-4K,2026-03-01,29405.44
Crawler Systems,BC7495RL-4K,2027-01-01,29405.44
Crawler Systems,BHM16X60C8.8ZP,2025-07-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2025-08-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2025-09-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2025-10-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2025-11-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2025-12-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-01-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-02-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-03-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-04-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-05-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-06-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-07-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-08-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-09-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-10-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-11-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2026-12-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2027-01-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2027-02-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2027-03-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2027-04-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2027-05-01,12.73
Crawler Systems,BHM16X60C8.8ZP,2027-06-01,12.73
Crawler Systems,BHM36X100C8.8ZP,2025-07-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2025-08-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2025-09-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2025-10-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2025-11-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2025-12-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2026-01-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2026-02-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2026-03-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2026-04-01,0.0
Crawler Systems,BHM36X100C8.8ZP,2026-05-01,120.0
Crawler Systems,BHM36X100C8.8ZP,2026-06-01,204.0
Crawler Systems,BHM36X100C8.8ZP,2026-07-01,204.0
Crawler Systems,BL9800S1630-1A,2025-07-01,68267.82
Crawler Systems,BL9800S1630-1A,2025-08-01,491528.28
Crawler Systems,BL9800S1630-1A,2025-09-01,143362.42
Crawler Systems,BL9800S1630-1A,2025-10-01,68267.82
Crawler Systems,BL9800S1630-1A,2025-11-01,1010363.69
Crawler Systems,BL9800S1630-1A,2025-12-01,491528.28
Crawler Systems,BL9800S1630-1A,2026-01-01,314031.96
Crawler Systems,BL9800S1630-1A,2026-03-01,491528.28
Crawler Systems,BL9800S1630-1A,2026-04-01,68267.82
Crawler Systems,BL9800S1630-1A,2026-06-01,491528.28
Crawler Systems,BL9800S1630-1A,2026-08-01,279898.05
Crawler Systems,BL9800S1630-1A,2026-11-01,68267.82
Crawler Systems,BL9800S1630-1A,2027-01-01,491528.28
Crawler Systems,BL9800S1630-1A,2027-02-01,68267.82
Crawler Systems,BL9800S1630-1A,2027-04-01,491528.28
Crawler Systems,BL996S1400-1A,2025-07-01,0.0
Crawler Systems,BL996S1400-1A,2025-11-01,0.0
Crawler Systems,BL996S1400-1A,2026-01-01,43070.74
Crawler Systems,BL996S1400-1A,2026-02-01,495313.47
Crawler Systems,BL996S1400-1A,2026-04-01,511464.99
Crawler Systems,BL996S1400-1A,2026-05-01,463010.42
Crawler Systems,BL996S1400-1A,2026-08-01,533000.36
Crawler Systems,BL996S1400-1A,2027-02-01,511464.99
Crawler Systems,BL996S1400-1A,2027-04-01,463010.42
Crawler Systems,BL996S1400-1A-KIT,2025-07-01,420092.01
Crawler Systems,BL996S1400-1A-KIT,2025-10-01,420092.01
Crawler Systems,BL996S1400-1A-KIT,2026-02-01,420092.01
Crawler Systems,CSKM20X65C8.8ZP,2025-07-01,1856.52
Crawler Systems,CSKM20X65C8.8ZP,2026-05-01,1743.57
Crawler Systems,CSKM20X65C8.8ZP,2026-07-01,1800.05
Crawler Systems,CSKM20X65C8.8ZP,2026-08-01,1683.57
Crawler Systems,CSKM20X65C8.8ZP,2026-11-01,1761.22
Crawler Systems,CSKM20X65C8.8ZP,2027-05-01,910.61
Crawler Systems,DC7495DDT7-1,2026-08-01,50725.77
Crawler Systems,DC7495DDT7-1,2026-11-01,50725.77
Crawler Systems,DC7495DRR-1A,2026-10-01,14203.22
Crawler Systems,DC7495DRR-2A,2025-10-01,7101.61
Crawler Systems,DC7495DRR-2A,2026-10-01,7101.61
Crawler Systems,DC7495DT9-1,2026-04-01,54766.31
Crawler Systems,DC7495DT9-1,2026-12-01,54766.31
Crawler Systems,DH2500DT11-1,2025-07-01,16561.33
Crawler Systems,DH2500DT11-1,2025-09-01,16561.33
Crawler Systems,DH2500DT11-1,2026-01-01,16561.33
Crawler Systems,DH2500DT11-1,2026-03-01,16561.33
Crawler Systems,DH2500DT11-1,2026-05-01,16561.33
Crawler Systems,DH2500DT11-1,2026-07-01,16561.33
Crawler Systems,DH2500DT11-1,2026-08-01,16561.33
Crawler Systems,DH2500DT11-1,2026-10-01,16561.33
Crawler Systems,DH2500DT11-1,2026-11-01,33122.66
Crawler Systems,DH2500DT11-1,2026-12-01,33122.66
Crawler Systems,DH2500DT11-1,2027-01-01,16561.33
Crawler Systems,DH2500DT11-1,2027-02-01,16561.33
Crawler Systems,DH2500DT11-1,2027-03-01,16561.33
Crawler Systems,DH2500DT11-1,2027-04-01,16561.33
Crawler Systems,DH2500DT11-1K,2025-07-01,57447.52
Crawler Systems,DH2500DT11-1K,2025-08-01,38298.34
Crawler Systems,DH2500DT11-1K,2025-09-01,38298.34
Crawler Systems,DH2500DT11-1K,2025-10-01,19149.17
Crawler Systems,DH2500DT11-1K,2025-11-01,38298.34
Crawler Systems,DH2500DT11-1K,2025-12-01,57447.52
Crawler Systems,DH2500DT11-1K,2026-01-01,38298.34
Crawler Systems,DH2500DT11-1K,2026-02-01,19149.17
Crawler Systems,DH2500DT11-1K,2026-03-01,38298.34
Crawler Systems,DH2500DT11-1K,2026-04-01,38298.34
Crawler Systems,DH2500DT11-1K,2026-05-01,38298.34
Crawler Systems,DH2500DT11-1K,2026-06-01,19149.17
Crawler Systems,DH2500DT11-1K,2026-07-01,38298.34
Crawler Systems,DH2500DT11-1K,2026-08-01,38298.34
Crawler Systems,DH2500DT11-1K,2026-09-01,19149.17
Crawler Systems,DH2500DT11-1K,2026-10-01,19149.17
Crawler Systems,DH2500DT11-1K,2026-11-01,19149.17
Crawler Systems,DH2500DT11-1K,2026-12-01,19149.17
Crawler Systems,DH2500DT11-1K,2027-01-01,19149.17
Crawler Systems,DH2500DT11-1K,2027-02-01,19149.17
Crawler Systems,DH2500DT11-1K,2027-03-01,19149.17
Crawler Systems,DH2500DT11-1K,2027-04-01,19149.17
Crawler Systems,DH2500DTTDL-1,2025-11-01,117.79
Crawler Systems,DH2500DTTRP-1,2025-11-01,117.79
Crawler Systems,DH2500P75-2,2025-07-01,5346.25
Crawler Systems,DH2500P75-2,2025-08-01,5801.25
Crawler Systems,DH2500P75-2,2025-09-01,7280.0
Crawler Systems,DH2500P75-2,2025-10-01,4550.0
Crawler Systems,DH2500P75-2,2025-11-01,5687.5
Crawler Systems,DH2500P75-2,2025-12-01,5687.5
Crawler Systems,DH2500P75-2,2026-01-01,5346.25
Crawler Systems,DH2500P75-2,2026-02-01,5573.75
Crawler Systems,DH2500P75-2,2026-03-01,5460.0
Crawler Systems,DH2500P75-2,2026-04-01,5460.0
Crawler Systems,DH2500P75-2,2026-05-01,5460.0
Crawler Systems,DH2500P75-2,2026-06-01,5460.0
Crawler Systems,DH2500P75-2,2026-07-01,5460.0
Crawler Systems,DH2500P75-2,2026-08-01,5460.0
Crawler Systems,DH2500P75-2,2026-09-01,5460.0
Crawler Systems,DH2500P75-2,2026-10-01,5460.0
Crawler Systems,DH2500P75-2,2026-11-01,5460.0
Crawler Systems,DH2500P75-2,2026-12-01,5460.0
Crawler Systems,DH2500P75-2,2027-01-01,5346.25
